date,price,pressure,temp,dew_pt,uv_index,wind,humidity,visibility,precip
2008-04-16,0.9,1012.33,78.88,67.58,1.71,1.25,68.92,2.42,0.0
2008-04-17,0.95,1012.04,80.17,66.96,1.83,2.75,65.29,3.38,0.0
2008-04-18,0.95,1012.04,80.12,68.21,1.75,2.92,67.5,3.62,0.0
2008-04-19,0.95,1010.62,76.54,67.42,1.67,7.0,73.88,3.96,0.0
2008-04-20,0.95,1013.0,82.0,73.0,6.0,0.0,72.0,2.0,0.0
2008-04-21,0.95,1011.0,78.88,72.42,1.83,1.33,81.08,2.5,0.0
2008-04-22,0.95,1013.0,75.0,65.0,6.0,6.0,72.0,6.0,0.0
2008-04-23,1.0,1014.29,69.88,54.96,1.54,6.38,59.46,4.96,0.0
2008-04-24,0.88,1014.21,70.67,54.83,2.29,3.12,58.29,3.42,0.0
2008-04-25,0.88,1013.88,69.0,60.42,1.75,1.71,74.08,1.54,0.0
2008-04-26,0.88,1012.75,73.25,59.75,2.17,2.12,64.62,2.17,0.0
2008-04-27,0.88,1011.88,69.38,62.96,1.42,2.29,80.17,1.5,0.0
2008-04-28,0.88,1011.79,71.29,61.79,1.62,1.67,71.96,5.42,0.0
2008-04-29,0.75,1011.75,73.25,63.0,1.83,1.67,71.46,2.75,0.0
2008-04-30,0.82,1011.04,75.04,66.0,1.62,1.54,74.38,1.88,0.0
2008-05-01,0.82,1009.96,77.58,69.67,1.71,2.04,76.62,1.25,0.0
2008-05-02,0.82,1010.0,74.91,70.43,1.52,1.78,85.3,1.65,0.0
2008-05-03,0.82,1009.85,78.4,70.55,2.0,2.9,77.15,2.9,0.0
2008-05-04,0.82,1009.79,81.62,72.46,1.67,2.04,74.96,2.29,0.0
2008-05-05,0.9,1009.79,76.04,70.42,1.54,3.25,82.67,4.21,0.0
2008-05-06,0.8,1010.21,73.96,67.58,1.46,2.25,80.58,2.5,0.0
2008-05-07,0.7,1009.92,78.71,69.46,1.58,2.58,73.38,2.96,0.0
2008-05-08,0.7,1008.88,83.25,72.58,1.79,2.5,71.46,2.88,0.0
2008-05-09,0.7,1008.46,82.5,70.96,1.92,3.58,69.62,5.08,0.0
2008-05-10,0.7,1010.0,81.0,61.0,9.0,9.0,51.0,6.0,0.0
2008-05-11,0.7,1010.21,74.17,57.21,1.71,2.08,56.0,4.33,0.0
2008-05-12,0.7,1010.0,86.0,59.0,12.0,2.0,41.0,4.0,0.0
2008-05-13,0.7,1010.0,87.0,58.0,12.0,3.0,38.0,5.0,0.0
2008-05-14,0.7,1010.0,87.0,50.0,6.0,2.0,28.0,6.29,0.0
2008-05-15,0.7,1009.92,80.08,63.42,2.83,2.04,60.08,2.58,0.0
2008-05-16,0.7,1009.38,81.54,65.83,2.5,2.21,60.88,2.12,0.0
2008-05-17,0.75,1008.79,77.46,64.62,1.46,2.12,65.04,2.33,0.0
2008-05-18,0.75,1008.33,76.17,66.0,2.75,2.04,72.21,1.71,0.0
2008-05-19,0.75,1009.42,73.25,67.33,1.46,2.58,81.92,2.88,0.0
2008-05-20,0.8,1009.46,71.71,67.38,1.46,2.0,86.83,2.12,0.0
2008-05-21,0.8,1008.71,73.71,67.75,1.46,1.42,82.08,3.21,0.0
2008-05-22,0.8,1008.67,75.04,70.62,1.5,1.96,86.33,1.71,0.0
2008-05-23,0.8,1008.29,81.12,72.83,1.62,2.75,77.38,2.38,0.0
2008-05-24,0.7,1007.62,82.21,73.79,1.88,2.21,77.0,3.38,0.0
2008-05-25,0.7,1007.96,81.5,74.17,2.25,2.21,79.96,3.25,0.0
2008-05-26,0.6,1008.29,78.21,73.58,1.67,2.17,86.17,2.33,0.0
2008-05-27,0.6,1007.12,81.83,74.71,1.79,2.67,79.88,3.21,0.0
2008-05-28,0.8,1006.25,80.75,74.12,1.96,3.88,80.92,3.75,0.0
2008-05-29,1.0,1006.5,79.75,73.71,1.79,2.83,82.29,3.08,0.0
2008-05-30,1.0,1007.46,77.29,72.83,1.62,1.88,86.54,3.04,0.0
2008-05-31,1.1,1007.54,78.54,71.38,1.54,2.04,80.0,1.88,0.0
2008-06-01,1.1,1007.12,77.38,72.67,1.54,2.08,85.92,1.58,0.0
2008-06-02,1.2,1007.38,81.54,72.96,1.83,2.33,77.17,3.67,0.0
2008-06-03,1.25,1008.0,78.12,72.42,1.5,2.12,82.88,2.58,0.0
2008-06-04,1.25,1007.92,82.17,72.54,1.79,2.04,73.75,3.96,0.0
2008-06-05,1.25,1007.54,82.71,72.33,2.04,2.0,72.58,2.83,0.0
2008-06-06,1.25,1007.54,75.38,70.58,1.62,4.42,85.08,3.67,0.0
2008-06-07,1.25,1007.79,78.12,72.71,1.79,2.33,84.17,2.67,0.0
2008-06-08,1.25,1008.04,80.08,73.58,1.83,2.79,82.21,3.29,0.0
2008-06-09,1.25,1007.71,82.0,75.04,2.17,3.08,80.62,4.29,0.0
2008-06-10,1.25,1007.17,82.75,73.96,2.04,3.67,76.25,5.62,0.0
2008-06-11,1.3,1007.33,82.58,73.33,1.75,2.75,74.83,4.62,0.0
2008-06-12,1.65,1006.42,81.38,73.62,1.92,3.29,79.0,4.83,0.0
2008-06-13,1.65,1005.79,78.42,73.46,1.5,3.5,85.96,3.75,0.0
2008-06-14,1.65,1005.96,79.71,74.29,1.58,2.54,84.67,2.67,0.0
2008-06-15,1.65,1006.04,80.67,74.88,1.79,2.83,83.54,2.54,0.0
2008-06-16,2.0,1005.62,78.92,74.12,1.58,2.75,86.04,2.71,0.0
2008-06-17,1.95,1005.5,79.42,73.96,1.58,3.04,84.71,2.96,0.0
2008-06-18,1.9,1006.71,79.29,73.67,1.75,3.96,83.88,4.29,0.0
2008-06-19,2.05,1007.21,82.25,74.12,1.79,3.54,77.75,3.29,0.0
2008-06-20,2.2,1007.04,85.17,74.0,1.79,3.46,70.79,5.29,0.0
2008-06-21,2.15,1006.17,85.83,72.67,1.88,2.5,67.04,4.67,0.0
2008-06-22,2.15,1007.0,93.0,71.0,6.0,2.0,48.0,6.0,0.0
2008-06-23,2.1,1004.42,88.79,74.42,1.88,2.12,64.58,2.96,0.0
2008-06-24,2.1,1006.0,96.0,73.0,11.0,3.0,49.0,5.0,0.0
2008-06-25,2.0,1003.29,82.83,73.08,1.5,5.75,73.67,3.83,0.0
2008-06-26,1.8,1004.83,78.42,75.0,1.5,5.42,90.21,1.92,0.0
2008-06-27,2.1,1005.29,78.75,74.21,1.58,1.96,86.92,2.0,0.0
2008-06-28,2.2,1005.67,78.67,74.33,1.71,1.79,87.5,2.0,0.0
2008-06-29,2.2,1005.92,77.25,73.5,1.79,2.25,88.96,2.0,0.0
2008-06-30,2.2,1006.83,79.92,73.96,1.83,1.75,83.33,3.5,0.0
2008-07-01,2.2,1007.42,80.62,74.71,2.08,2.38,83.33,4.0,0.0
2008-07-02,2.3,1007.33,83.75,75.0,1.96,2.54,76.29,4.67,0.0
2008-07-03,2.1,1007.08,85.62,73.5,1.83,3.0,69.0,4.33,0.0
2008-07-04,2.4,1006.88,86.0,73.42,1.79,2.79,67.79,2.79,0.0
2008-07-05,2.2,1006.17,85.71,73.04,1.83,2.92,67.67,3.96,0.0
2008-07-06,2.2,1005.54,80.88,73.46,2.17,2.25,79.71,5.17,0.0
2008-07-07,2.0,1004.29,81.08,73.0,1.88,2.54,78.0,5.54,0.0
2008-07-08,2.3,1005.29,82.46,74.62,1.58,2.75,78.46,3.96,0.0
2008-07-09,2.3,1006.5,82.08,74.92,1.79,2.92,79.79,4.21,0.0
2008-07-10,2.5,1005.79,81.54,75.5,1.58,2.0,82.46,3.5,0.0
2008-07-11,2.7,1006.0,87.0,77.0,6.0,2.0,74.0,3.0,0.0
2008-07-12,2.3,1006.0,87.0,75.0,6.0,2.0,69.0,5.0,0.0
2008-07-13,2.3,1005.54,80.46,73.71,1.83,2.12,81.46,3.62,0.0
2008-07-14,2.3,1005.92,81.38,73.96,1.83,1.71,80.21,2.67,0.0
2008-07-15,2.3,1006.0,90.0,76.0,8.0,2.0,64.0,4.0,0.0
2008-07-16,1.9,1004.33,83.04,74.21,1.83,2.0,76.5,3.0,0.0
2008-07-17,1.9,1006.0,94.0,73.0,9.0,3.0,50.0,3.0,0.0
2008-07-18,1.8,1004.79,87.75,74.21,1.96,3.46,65.5,3.54,0.0
2008-07-19,1.95,1005.58,87.21,73.33,1.96,3.67,65.38,5.5,0.0
2008-07-20,1.95,1006.29,84.54,73.46,2.08,2.75,71.92,4.17,0.0
2008-07-21,2.1,1005.71,84.96,74.04,2.42,3.25,71.12,4.67,0.0
2008-07-22,2.1,1005.12,87.71,74.38,2.0,4.25,66.17,5.83,0.0
2008-07-23,2.1,1006.0,92.0,73.0,6.0,4.0,54.0,6.0,0.0
2008-07-24,1.8,1005.96,88.88,72.96,2.04,2.5,61.5,5.67,0.0
2008-07-25,1.6,1005.54,89.79,72.25,2.5,2.08,59.58,4.79,0.0
2008-07-26,1.6,1005.17,91.08,73.33,2.67,1.54,58.67,3.0,0.0
2008-07-27,1.6,1004.46,91.04,72.54,2.75,2.29,57.08,3.17,0.0
2008-07-28,1.6,1002.75,91.71,69.33,2.67,3.17,50.75,5.08,0.0
2008-07-29,1.6,1006.0,99.0,71.0,11.0,4.0,41.0,4.0,0.0
2008-07-30,1.5,1003.58,87.38,76.04,1.42,3.46,69.79,2.79,0.0
2008-07-31,1.5,1006.17,81.04,74.42,1.75,3.71,81.58,4.0,0.0
2008-08-01,1.25,1006.88,83.58,73.33,2.08,2.5,73.12,4.88,0.0
2008-08-02,1.25,1006.21,85.21,72.54,1.83,1.96,67.79,4.92,0.0
2008-08-03,1.25,1006.0,93.0,70.0,10.0,2.0,47.0,6.0,0.0
2008-08-04,1.0,1005.08,88.25,73.04,2.17,2.79,63.83,4.33,0.0
2008-08-05,0.9,1006.0,90.0,73.0,9.0,8.0,58.0,6.0,0.0
2008-08-06,0.9,1002.04,80.54,72.29,1.71,6.92,76.29,5.71,0.0
2008-08-07,0.9,1004.33,80.25,73.17,1.79,3.96,79.38,5.71,0.0
2008-08-08,0.9,1005.25,82.04,73.29,1.88,2.29,76.5,4.75,0.0
2008-08-09,0.85,1004.88,85.29,73.08,2.12,1.71,69.21,4.67,0.0
2008-08-10,0.85,1004.62,84.54,73.67,2.0,2.5,71.0,2.83,0.0
2008-08-11,0.8,1006.17,80.33,72.54,1.88,3.0,78.54,3.33,0.0
2008-08-12,0.8,1007.29,80.38,73.96,1.75,2.42,82.17,3.79,0.0
2008-08-13,0.8,1006.0,90.0,74.0,6.0,2.0,59.0,4.0,0.0
2008-08-14,0.8,1006.0,92.0,75.0,6.0,2.0,58.0,5.0,0.0
2008-08-15,0.8,1004.92,88.25,74.96,1.79,3.25,66.42,4.67,0.0
2008-08-16,1.1,1005.21,87.71,74.88,1.83,3.71,66.75,5.83,0.0
2008-08-17,1.1,1006.38,87.54,74.42,1.71,3.58,66.38,5.12,0.0
2008-08-18,1.1,1007.5,87.54,73.96,1.71,2.67,65.54,4.17,0.0
2008-08-19,1.4,1007.46,87.58,72.88,2.08,2.67,63.29,4.54,0.0
2008-08-20,1.3,1006.29,89.79,73.29,2.04,2.29,60.62,3.54,0.0
2008-08-21,1.3,1005.21,88.96,75.17,2.17,1.83,65.62,3.62,0.0
2008-08-22,1.4,1007.0,92.0,68.0,7.0,11.0,45.0,6.0,0.0
2008-08-23,1.5,1005.17,77.21,72.04,1.38,4.62,83.92,4.17,0.0
2008-08-24,1.5,1007.46,81.75,73.46,1.67,3.21,76.75,4.88,0.0
2008-08-25,1.6,1007.88,83.46,75.42,1.71,2.42,77.88,3.75,0.0
2008-08-26,1.6,1007.0,90.0,72.0,6.0,3.0,56.0,5.0,0.0
2008-08-27,1.55,1007.83,87.17,74.17,1.83,2.25,67.29,3.42,0.0
2008-08-28,1.5,1007.79,86.46,73.0,1.62,2.54,66.12,4.83,0.0
2008-08-29,1.5,1007.54,87.75,72.88,1.88,3.08,63.08,4.75,0.0
2008-08-30,1.65,1007.83,88.25,72.88,1.67,2.62,62.75,5.42,0.0
2008-08-31,1.65,1008.0,91.0,73.0,10.0,3.0,54.0,6.0,0.0
2008-09-01,1.8,1008.0,91.0,72.0,7.0,3.0,53.0,6.0,0.0
2008-09-02,1.7,1008.67,81.21,73.5,1.92,2.21,79.33,3.04,0.0
2008-09-03,1.8,1008.62,81.62,73.17,1.5,2.62,77.25,3.79,0.0
2008-09-04,1.6,1008.71,79.21,72.71,1.67,2.33,81.12,3.88,0.0
2008-09-05,1.7,1008.96,79.0,72.46,1.75,2.29,81.04,4.46,0.0
2008-09-06,1.6,1009.58,79.96,72.62,1.79,1.71,78.83,4.62,0.0
2008-09-07,1.6,1009.83,83.54,72.96,2.0,1.96,72.88,3.79,0.0
2008-09-08,1.5,1009.58,83.29,70.88,1.83,2.04,68.12,4.54,0.0
2008-09-09,1.3,1009.08,86.38,72.71,1.75,2.17,65.75,3.46,0.0
2008-09-10,1.3,1008.67,86.92,73.42,1.62,1.96,65.67,3.92,0.0
2008-09-11,1.2,1009.0,92.0,74.0,8.0,2.0,56.0,3.0,0.0
2008-09-12,1.4,1008.0,87.38,72.38,2.04,3.38,61.79,3.83,0.0
2008-09-13,1.5,1008.46,87.5,69.04,2.0,3.75,55.42,3.54,0.0
2008-09-14,1.5,1008.33,87.21,68.54,2.29,3.88,55.04,3.79,0.0
2008-09-15,1.5,1007.96,87.96,69.54,1.96,3.38,55.58,3.54,0.0
2008-09-16,1.6,1008.17,88.33,70.83,2.12,2.58,58.5,4.46,0.0
2008-09-17,1.6,1008.62,89.12,72.46,2.17,2.54,59.71,4.17,0.0
2008-09-18,1.6,1009.54,86.29,73.42,1.79,2.54,65.96,3.12,0.0
2008-09-19,1.4,1010.25,84.12,73.83,1.75,2.25,72.71,2.67,0.0
2008-09-20,1.45,1010.04,86.96,73.88,1.79,2.21,67.33,3.62,0.0
2008-09-21,1.45,1009.12,88.46,74.0,1.71,1.71,63.92,3.42,0.0
2008-09-22,1.45,1007.75,91.71,72.71,1.88,2.79,56.88,3.58,0.0
2008-09-23,1.45,1006.25,88.38,71.33,1.71,6.71,58.75,4.92,0.0
2008-09-24,1.5,1008.88,80.38,72.58,1.42,6.38,77.88,4.96,0.0
2008-09-25,1.45,1010.29,82.88,73.33,1.58,3.12,75.04,4.75,0.0
2008-09-26,1.4,1012.0,93.0,71.0,7.0,1.0,48.0,6.0,0.0
2008-09-27,1.4,1012.0,86.0,72.0,6.0,5.0,62.0,6.0,0.0
2008-09-28,1.42,1012.0,87.0,64.0,8.0,10.0,47.0,6.0,0.0
2008-09-29,1.42,1010.83,80.79,62.96,1.62,6.29,55.5,1.08,0.0
2008-09-30,1.42,1012.38,80.46,61.83,1.92,5.17,53.42,3.62,0.0
2008-10-01,1.42,1013.0,87.0,61.0,8.0,3.0,42.0,5.0,0.0
2008-10-02,1.42,1012.58,80.42,62.38,1.83,2.29,55.33,4.58,0.0
2008-10-03,1.42,1012.17,80.58,66.96,1.71,2.33,64.17,3.62,0.0
2008-10-04,1.42,1011.29,80.75,72.29,1.46,3.0,76.29,3.54,0.0
2008-10-05,1.42,1010.54,75.88,71.75,1.08,5.17,87.25,3.75,0.0
2008-10-06,1.45,1013.0,80.0,63.0,5.0,7.0,56.0,6.0,0.0
2008-10-07,1.5,1014.0,78.0,54.0,4.0,4.0,44.0,6.0,0.0
2008-10-08,1.5,1013.79,76.92,66.88,1.33,1.67,72.42,4.38,0.0
2008-10-09,1.5,1014.46,80.88,68.67,1.54,1.79,67.88,4.04,0.0
2008-10-10,1.3,1014.71,82.42,69.08,1.58,1.88,66.04,3.96,0.0
2008-10-11,1.4,1014.67,82.54,67.42,1.58,3.29,61.96,3.88,0.0
2008-10-12,1.4,1014.62,78.88,63.83,1.5,4.33,60.42,2.79,0.0
2008-10-13,1.5,1015.08,72.54,63.67,1.04,3.12,74.17,2.83,0.0
2008-10-14,1.5,1015.38,75.08,65.04,1.25,2.12,72.96,3.62,0.0
2008-10-15,1.7,1015.17,78.79,65.67,1.54,1.67,65.62,3.75,0.0
2008-10-16,1.7,1015.0,89.0,64.0,8.0,3.0,44.0,5.0,0.0
2008-10-17,1.7,1014.33,82.46,66.33,1.62,2.58,59.54,5.04,0.0
2008-10-18,1.65,1015.08,82.42,68.42,1.38,1.62,63.12,4.75,0.0
2008-10-19,1.65,1016.0,89.0,67.0,5.0,2.0,49.0,6.0,0.0
2008-10-20,1.6,1015.0,82.08,69.62,1.33,1.38,67.54,3.04,0.0
2008-10-21,1.6,1014.88,81.92,68.62,1.42,1.62,65.54,4.08,0.0
2008-10-22,1.5,1014.75,81.38,69.79,1.21,1.21,69.17,2.83,0.0
2008-10-23,1.5,1015.38,81.83,69.83,1.42,2.88,67.79,2.96,0.0
2008-10-24,1.4,1017.0,82.0,63.0,5.0,3.0,53.0,6.0,0.0
2008-10-25,1.4,1017.12,78.0,64.58,1.21,2.29,63.92,4.58,0.0
2008-10-26,1.4,1016.88,81.21,66.38,1.5,2.12,62.71,4.17,0.0
2008-10-27,1.3,1017.25,79.92,63.12,1.46,4.33,56.54,4.21,0.0
2008-10-28,1.25,1017.0,83.0,61.0,6.0,3.0,47.0,5.795,0.0
2008-10-29,1.2,1016.17,79.83,67.67,1.25,1.67,67.17,3.17,0.0
2008-10-30,1.2,1016.54,81.46,69.5,1.21,1.62,68.04,3.71,0.0
2008-10-31,1.2,1016.62,82.42,69.75,1.12,1.88,66.71,3.75,0.0
2008-11-01,1.25,1016.67,79.67,67.83,1.08,2.25,67.67,2.83,0.0
2008-11-02,1.25,1016.21,79.38,71.25,1.04,2.5,76.58,2.88,0.0
2008-11-03,1.3,1017.58,72.04,64.12,1.08,3.92,76.79,4.33,0.0
2008-11-04,1.3,1017.58,72.54,64.79,1.0,2.21,77.12,5.71,0.0
2008-11-05,1.2,1017.21,75.79,68.25,1.04,1.54,78.21,3.88,0.0
2008-11-06,1.2,1016.67,78.17,70.79,1.04,1.25,78.04,2.25,0.0
2008-11-07,1.2,1016.62,79.04,69.5,1.17,3.12,73.5,3.67,0.0
2008-11-08,1.27,1019.0,71.0,55.0,5.0,8.0,59.0,6.0,0.0
2008-11-09,1.27,1018.54,68.33,48.08,1.12,8.67,48.75,2.75,0.0
2008-11-10,1.35,1019.42,65.12,41.17,1.17,7.17,42.83,0.21,0.0
2008-11-11,1.4,1019.46,64.62,38.17,1.25,6.0,39.33,0.0,0.0
2008-11-12,1.3,1019.17,62.88,43.75,1.17,1.58,52.5,1.08,0.0
2008-11-13,1.25,1019.0,77.0,46.0,5.0,1.0,34.0,4.08,0.0
2008-11-14,1.25,1020.0,80.0,50.0,5.0,3.0,36.0,8.1,0.0
2008-11-15,1.25,1020.0,81.0,58.0,6.0,2.0,45.0,6.0,0.0
2008-11-16,1.25,1020.0,84.0,54.0,5.0,1.0,35.0,8.04,0.0
2008-11-17,1.25,1018.08,73.0,56.92,1.25,1.75,59.46,4.08,0.0
2008-11-18,1.2,1020.0,67.75,50.58,1.21,6.54,54.88,3.21,0.0
2008-11-19,1.25,1020.0,69.0,35.0,5.0,9.0,28.0,3.545,0.0
2008-11-20,1.3,1021.88,59.75,29.46,1.04,2.88,33.29,0.67,0.0
2008-11-21,1.2,1020.0,72.0,36.0,5.0,3.0,27.0,2.69,0.0
2008-11-22,1.15,1020.29,66.33,47.88,1.04,1.67,53.71,4.04,0.0
2008-11-23,1.15,1020.04,70.54,51.17,1.04,2.79,51.0,4.54,0.0
2008-11-24,1.1,1020.62,67.79,47.29,1.12,5.21,48.54,2.33,0.0
2008-11-25,0.95,1021.08,67.75,43.79,1.04,3.38,43.25,0.0,0.0
2008-11-26,0.95,1021.0,67.62,44.54,1.08,3.17,44.83,3.71,0.0
2008-11-27,0.8,1021.92,64.54,35.12,0.96,7.0,35.25,0.62,0.0
2008-11-28,0.8,1022.46,56.75,25.71,0.96,3.5,33.25,0.0,0.0
2008-11-29,0.75,1022.46,58.0,29.08,0.96,3.29,39.0,0.38,0.0
2008-11-30,0.75,1022.12,59.33,31.38,1.0,1.67,39.33,1.29,0.0
2008-12-01,0.75,1021.0,71.0,29.0,4.0,2.0,22.0,4.29,0.0
2008-12-02,0.7,1021.0,74.0,36.0,5.0,0.0,25.0,6.0,0.0
2008-12-03,0.7,1021.0,73.0,43.0,4.0,2.0,34.0,7.71,0.0
2008-12-04,0.7,1020.71,64.29,55.17,0.79,5.17,72.83,3.42,0.0
2008-12-05,0.7,1023.17,59.96,31.75,0.92,8.29,36.04,1.46,0.0
2008-12-06,0.65,1023.04,56.87,17.35,0.96,5.17,22.39,0.0,0.0
2008-12-07,0.65,1022.54,54.58,29.21,0.92,0.83,42.25,0.83,0.0
2008-12-08,0.65,1022.0,69.0,23.0,4.0,3.0,18.0,3.33,0.0
2008-12-09,0.6,1022.0,71.0,36.0,4.0,2.0,28.0,5.83,0.0
2008-12-10,0.6,1022.0,72.0,40.0,5.0,3.0,31.0,5.0,0.0
2008-12-11,0.6,1022.0,74.0,41.0,5.0,2.0,30.0,5.0,0.0
2008-12-12,0.6,1019.58,65.04,46.25,0.83,0.88,52.0,4.12,0.0
2008-12-13,0.6,1022.0,76.0,52.0,5.0,1.0,43.0,5.0,0.0
2008-12-14,0.6,1022.14,62.71,37.21,1.29,6.57,38.86,3.86,0.0
2008-12-15,0.6,1021.75,57.38,36.12,1.0,2.67,47.33,3.42,0.0
2008-12-16,0.6,1022.0,67.0,35.0,5.0,3.0,30.0,4.0,0.0
2008-12-17,0.6,1021.42,58.92,40.67,1.0,1.08,55.0,3.29,0.0
2008-12-18,0.6,1022.0,74.0,35.0,5.0,2.0,24.0,5.0,0.0
2008-12-19,0.6,1021.17,61.88,45.67,0.96,1.88,58.08,3.46,0.0
2008-12-20,0.6,1022.0,78.0,49.0,5.0,3.0,37.0,5.0,0.0
2008-12-21,0.6,1020.75,66.88,48.96,1.0,2.42,55.88,4.0,0.0
2008-12-22,0.6,1023.21,54.58,31.71,1.0,9.33,42.21,4.25,0.0
2008-12-23,0.6,1023.0,50.58,27.75,0.88,3.79,41.5,2.75,0.0
2008-12-24,0.6,1021.38,59.33,37.67,0.83,1.62,46.21,5.0,0.0
2008-12-25,0.6,1022.0,70.0,40.0,4.0,2.0,34.0,7.105,0.0
2008-12-26,0.6,1021.46,61.58,44.25,0.92,2.96,53.25,4.21,0.0
2008-12-27,0.55,1020.67,59.54,50.25,0.75,1.29,72.17,2.12,0.0
2008-12-28,0.55,1020.46,61.5,57.0,0.83,0.88,85.67,0.96,0.0
2008-12-29,0.5,1022.0,61.0,51.0,4.0,8.0,70.0,6.0,0.0
2008-12-30,0.5,1022.0,62.0,45.0,4.0,6.0,55.0,6.0,0.0
2008-12-31,0.5,1022.0,58.0,37.0,4.0,9.0,45.0,6.0,0.0
2009-01-01,0.53,1023.42,54.54,23.04,0.88,5.62,30.46,0.88,0.0
2009-01-02,0.53,1024.08,53.33,23.96,0.88,3.38,34.92,0.75,0.0
2009-01-03,0.53,1022.0,61.0,24.0,4.0,2.0,25.0,5.0,0.0
2009-01-04,0.55,1022.0,69.0,37.0,5.0,3.0,31.0,6.0,0.0
2009-01-05,0.57,1021.12,60.71,45.0,1.04,1.38,59.58,2.96,0.0
2009-01-06,0.6,1021.25,61.79,47.08,1.04,2.54,60.67,2.58,0.0
2009-01-07,0.6,1022.54,55.25,38.71,1.04,5.71,54.79,2.83,0.0
2009-01-08,0.6,1022.0,59.0,37.0,4.0,5.0,43.0,2.83,0.0
2009-01-09,0.65,1022.0,57.0,21.0,4.0,10.0,25.0,4.1850000000000005,0.0
2009-01-10,0.65,1023.71,51.42,15.21,0.88,5.04,24.92,0.0,0.0
2009-01-11,0.65,1022.92,49.38,21.46,1.04,1.71,37.58,2.71,0.0
2009-01-12,0.65,1022.0,62.0,14.0,4.0,8.0,15.0,5.02,0.0
2009-01-13,0.7,1025.21,51.71,16.08,1.04,5.46,24.88,4.62,0.0
2009-01-14,0.7,1022.0,59.0,9.0,5.0,3.0,14.0,5.0,0.0
2009-01-15,0.7,1024.12,51.71,22.12,1.0,1.92,35.21,2.33,0.0
2009-01-16,0.7,1023.04,54.29,31.33,1.08,1.58,46.42,3.58,0.0
2009-01-17,0.65,1022.0,69.0,36.0,6.0,0.0,30.0,3.0,0.0
2009-01-18,0.65,1022.0,73.0,41.0,6.0,0.0,31.0,5.0,0.0
2009-01-19,0.65,1022.0,76.0,47.0,6.0,1.0,36.0,5.0,0.0
2009-01-20,0.6,1019.79,64.58,50.42,1.08,1.04,61.96,2.71,0.0
2009-01-21,0.65,1019.96,64.46,50.08,0.88,3.12,60.33,2.04,0.0
2009-01-22,0.65,1018.96,61.83,47.79,1.21,2.33,61.25,2.21,0.0
2009-01-23,0.65,1021.29,58.58,42.12,0.88,6.04,55.75,4.04,0.0
2009-01-24,0.65,1023.62,45.88,16.62,0.83,7.88,31.29,5.92,0.0
2009-01-25,0.65,1021.92,47.62,17.08,0.83,2.71,29.75,6.0,0.0
2009-01-26,0.65,1021.46,46.5,33.46,0.83,3.58,62.5,5.17,0.0
2009-01-27,0.65,1021.38,45.75,39.79,0.83,2.75,79.67,5.71,0.0
2009-01-28,0.65,1020.17,50.46,43.62,0.83,0.88,77.83,4.58,0.0
2009-01-29,0.65,1019.75,54.04,49.04,0.83,1.92,83.58,2.92,0.0
2009-01-30,0.65,1019.79,56.58,44.29,1.08,5.58,64.33,2.25,0.0
2009-01-31,0.65,1020.12,57.21,44.38,0.96,1.83,64.04,3.29,0.0
2009-02-01,0.65,1020.5,62.92,50.25,1.08,1.96,65.29,3.67,0.0
2009-02-02,0.65,1020.08,67.17,54.21,1.21,1.04,65.33,3.46,0.0
2009-02-03,0.65,1019.46,67.21,53.58,1.38,1.29,64.17,2.75,0.0
2009-02-04,0.7,1019.42,67.75,53.88,1.29,1.33,63.33,2.08,0.0
2009-02-05,0.6,1019.71,68.42,54.46,1.33,1.08,63.38,2.38,0.0
2009-02-06,0.6,1020.04,66.08,57.62,1.04,0.88,75.88,1.21,0.0
2009-02-07,0.55,1019.79,66.42,56.29,1.04,1.0,72.38,1.46,0.0
2009-02-08,0.55,1019.79,68.75,55.04,1.42,1.54,65.21,1.79,0.0
2009-02-09,0.55,1019.33,70.42,54.42,1.42,0.88,60.5,2.79,0.0
2009-02-10,0.5,1018.79,69.46,53.12,1.42,1.04,58.96,2.46,0.0
2009-02-11,0.5,1017.71,67.5,57.75,1.21,1.5,72.21,1.25,0.0
2009-02-12,0.5,1015.83,70.96,60.0,1.17,4.42,68.96,2.38,0.0
2009-02-13,0.5,1014.92,75.42,64.5,1.17,3.92,70.12,4.08,0.0
2009-02-14,0.5,1020.0,77.0,68.0,4.0,2.0,74.0,2.0,0.0
2009-02-15,0.5,1016.92,76.17,67.83,1.17,2.67,75.75,3.62,0.0
2009-02-16,0.5,1017.92,75.62,64.38,1.17,3.5,69.12,3.79,0.0
2009-02-17,0.5,1019.08,68.67,59.04,1.12,2.83,71.83,2.38,0.0
2009-02-18,0.5,1018.12,70.92,58.08,1.38,2.12,65.33,3.0,0.0
2009-02-19,0.5,1020.0,79.0,61.0,5.0,3.0,55.0,3.0,0.0
2009-02-20,0.5,1018.96,64.42,48.67,1.08,5.33,57.33,4.42,0.0
2009-02-21,0.5,1017.58,68.17,52.25,1.25,3.54,57.96,4.17,0.0
2009-02-22,0.5,1015.96,70.25,64.46,1.08,2.75,81.46,1.75,0.0
2009-02-23,0.5,1016.12,75.67,66.83,1.17,3.5,74.88,3.46,0.0
2009-02-24,0.5,1020.0,82.0,66.0,5.0,6.0,58.0,5.0,0.0
2009-02-25,0.5,1016.5,77.21,65.83,1.25,2.88,68.54,4.04,0.0
2009-02-26,0.5,1019.0,83.0,60.0,5.0,5.0,45.0,6.0,0.0
